年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,確定着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,馬体重,馬体重増減,調教師,所属,父馬名,母馬名,母の父馬名,毛色,生年月日
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,ライオンボス,8,牡,8,大野拓弥,57,B,16,2.1,16,74.4,0.57.0,0,0,0,8,中団,34.7,17,538,-10,和田正一,美,バトルプラン,ウーマンインレッド,ステイゴールド,栗毛,20150319
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,サトノファビュラス,9,牝,6,丸田恭介,55,,4,0.4,11,40.8,0.55.3,0,0,0,8,差し,33,6,438,-8,宗像義忠,美,ロードカナロア,サトノエカテリーナ,ディープインパクト,鹿毛,20170426
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,トキメキ,10,牝,6,松岡正海,55,,2,0.2,6,9.7,0.55.1,0,0,0,8,差し,32.8,4,514,-2,斎藤誠,美,アドマイヤムーン,リーベストラウム,ゼンノエルシド,栗毛,20170514
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,メディーヴァル,11,牡,5,今村聖奈,57,,8,0.6,10,39.9,0.55.5,0,0,0,12,中団,33.1,8,470,0,寺島良,栗,アジアエクスプレス,メジェルダ,ディープインパクト,鹿毛,20180425
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,ヤマトコウセイ,12,牝,4,小林脩斗,55,,17,2.3,15,63.4,0.57.2,0,0,0,4,先行,35.2,18,464,-2,武井亮,美,リオンディーズ,メルティーキス,ブライアンズタイム,鹿毛,20190217
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,ヴァガボンド,13,牡,5,岩田望来,57,,14,1.3,7,14.5,0.56.2,0,0,0,4,先行,34.2,15,490,2,清水久詞,栗,ディスクリートキャット,カプリースレディー,ジャングルポケット,栗毛,20180424
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,スティクス,14,牝,5,坂井瑠星,55,B,9,0.7,3,6.1,0.55.6,0,0,0,3,先行,33.8,12,504,0,武幸四郎,栗,ロードカナロア,ペンテシレイア,ネオユニヴァース,鹿毛,20180415
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,マウンテンムスメ,15,牝,5,柴田善臣,55,,12,1,8,31.2,0.55.9,0,0,0,1,逃げ,34.2,15,456,2,中野栄治,美,アドマイヤムーン,ヤマガール,ストーミングホーム,栗毛,20180213
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,ファイアダンサー,16,牝,5,武藤雅,55,,18,2.5,1,3.9,0.57.4,0,0,0,18,後方,33.7,11,462,4,鈴木慎太,美,パイロ,エンジェヌー,コマンズ,青鹿,20180307
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,シンシティ,17,牝,6,田中健,55,B,6,0.6,2,5.9,0.55.5,0,0,0,1,逃げ,33.8,12,482,4,木原一良,栗,サウスヴィグラス,ジェネロシティー,フジキセキ,黒鹿,20170417
23,7,30,11,新潟,アイビスG3,芝,1000,良,晴,18,レジェーロ,18,牝,6,団野大成,55,,5,0.4,5,7.9,0.55.3,0,0,0,4,先行,33.3,9,428,4,西村真幸,栗,キズナ,ロックフェアレディ,ロックオブジブラルタル,黒鹿,20170330
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,ミレヴィーナス,1,牝,4,今村聖奈,53,,1,-0.5,5,8.5,1.10.8,0,0,1,1,逃げ,37.2,6,440,0,茶木太樹,栗,ヘニーヒューズ,サンドヴィーナス,マンハッタンカフェ,鹿毛,20190327
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,キングクー,2,牡,4,藤田菜七,56,,15,3.4,12,22.8,1.14.2,0,0,4,4,先行,40.1,15,522,11,根本康広,美,ロードカナロア,シュガーハート,サクラバクシンオー,鹿毛,20190514
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,メタマックス,3,牡,3,松若風馬,55,,3,0.8,1,3.6,1.11.6,0,0,8,8,差し,37.1,2,524,0,森秀行,栗,Into Mischief,Zapara,Not For Love,鹿毛,20200512
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,クリノアルバトロス,4,牡,3,松岡正海,55,,5,1.1,2,6.8,1.11.9,0,0,14,14,後方,36.5,1,496,0,伊藤伸一,美,アスカクリチャン,クリノテレジア,スクリーンヒーロー,栗毛,20200423
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,プランセスカグヤ,5,牝,4,水沼元輝,53,,13,1.8,15,264.5,1.12.6,0,0,14,14,後方,37.1,2,448,-22,粕谷昌央,美,リオンディーズ,エレガンテヴィータ,アグネスタキオン,鹿毛,20190428
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,ヴァンヌ,6,牡,5,武藤雅,58,,14,2,14,76.9,1.12.8,0,0,9,10,中団,38.2,12,516,16,武藤善則,美,モーリス,ギュイエンヌ,タニノギムレット,鹿毛,20180301
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,カラパタール,7,牝,5,小林脩斗,54,,7,1.3,6,14.2,1.12.1,0,0,5,7,中団,37.7,11,444,4,池上昌和,美,カレンブラックヒル,ロッシェノワール,ブラックホーク,青鹿,20180421
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,プロバーティオ,8,牡,5,小林美駒,54,,10,1.5,11,20.1,1.12.3,0,0,11,10,中団,37.5,8,500,0,田中剛,美,トランセンド,オナーリーブ,ダンスインザダーク,鹿毛,20180325
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,クインズプリーズ,9,牝,4,原優介,55,,4,0.9,8,14.7,1.11.7,0,0,9,8,差し,37.1,2,438,-4,吉岡辰弥,栗,キンシャサノキセキ,ネネグース,クロフネ,鹿毛,20190225
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,ワールドコネクター,10,牡,4,坂井瑠星,58,,9,1.5,3,7.2,1.12.3,0,0,12,12,後方,37.2,6,544,8,蛯名正義,美,Connect,Wild Hoots,Unbridled's Song,芦毛,20190308
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,プレジールミノル,11,牡,5,荻野極,58,B,6,1.1,10,19.5,1.11.9,0,0,5,4,先行,37.5,8,504,12,北出成人,栗,ケープブランコ,セブンシークィーン,コロナドズクエスト,栗毛,20180406
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,バクシン,12,牡,5,団野大成,58,,8,1.4,13,33,1.12.2,0,0,12,12,後方,37.1,2,514,12,斎藤誠,美,ヘニーヒューズ,アウトオブザウィム,サンデーサイレンス,鹿毛,20180213
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,ヴィゴラスダンサー,13,牝,4,岩田望来,56,,12,1.7,4,8.2,1.12.5,0,0,5,4,先行,38.2,12,450,6,友道康夫,栗,モーリス,ハピネスダンサー,メイショウサムソン,鹿毛,20190322
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,ジェムフェザー,14,牝,5,西塚洸二,53,B,11,1.6,9,18.3,1.12.4,0,0,3,3,先行,38.5,14,484,18,藤原英昭,栗,ディープインパクト,オーサムフェザー,Awesome of Course,鹿毛,20180118
23,7,30,12,新潟,２勝ｸﾗｽ,ダ,1200,良,晴,15,ディベルティール,15,セ,5,永島まな,55,,2,0.5,7,14.5,1.11.3,0,0,2,2,先行,37.6,10,506,10,田島俊明,美,サウスヴィグラス,ハッピーヴァリュー,ゼンノロブロイ,鹿毛,20180407
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,ベルベットハンマー,1,牝,2,柴田大知,55,,9,0.6,12,210.4,2.03.9,3,3,3,3,先行,35.5,9,426,-2,天間昭一,美,ノヴェリスト,ヴェルーテ,ディープインパクト,鹿毛,20210403
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,ラケダイモーン,2,牡,2,川田将雅,55,,1,-0.2,1,1.5,2.03.3,4,5,5,3,先行,34.7,3,498,0,須貝尚介,栗,レイデオロ,ラルケット,ファルブラヴ,黒鹿,20210121
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,ユイノチョウシンキ,3,牡,2,吉田豊,55,,4,0.2,5,29.3,2.03.5,9,8,8,9,追込,34.4,1,466,-6,深山雅史,美,バゴ,パーフェクトワン,ノヴェリスト,黒鹿,20210228
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,サンダーアラート,4,牡,2,内田博幸,55,,3,0.2,8,54,2.03.5,6,6,7,7,差し,34.6,2,460,0,田中博康,美,サンダースノー,テイクウォーニング,ディープスカイ,栗毛,20210328
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,バイデンテソーロ,5,牡,2,菅原明良,55,,5,0.3,4,15.9,2.03.6,2,2,2,2,先行,35.4,7,466,0,畠山吉宏,美,ダノンバラード,ニシノアラモード,リーチザクラウン,黒鹿,20210316
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,キットハナガサク,6,牝,2,三浦皇成,55,,7,0.6,2,4.8,2.03.9,4,3,3,3,先行,35.5,9,442,-2,武井亮,美,キズナ,メジロスプレンダー,シンボリクリスエス,黒鹿,20210118
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,クリノオリオン,7,牝,2,永島まな,52,,8,0.6,10,141.8,2.03.9,8,8,8,7,中団,34.8,4,518,0,高橋康之,栗,ドレフォン,ラバーズケープ,ダイワメジャー,鹿毛,20210210
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,ラクスガウディ,8,牡,2,団野大成,55,,6,0.4,11,176.1,2.03.7,1,1,1,1,逃げ,35.6,11,488,2,坂口智康,栗,アドマイヤムーン,スピリットレイク,Invincible Spirit,鹿毛,20210127
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,アラレタバシル,9,牡,2,野中悠太,55,,10,1.4,9,128.3,2.04.7,11,11,11,12,後方,35.1,6,422,2,根本康広,美,ケープブランコ,クサナギノツルギ,デュランダル,栗毛,20210529
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,エウロス,10,牡,2,岩部純二,55,,11,1.6,7,51.1,2.04.9,11,11,11,11,後方,35.4,7,422,0,奥平雅士,美,ミッキーロケット,ブラーゼン,ハーツクライ,鹿毛,20210328
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,ピースヒロフェイス,11,牝,2,松山弘平,55,,2,0.2,3,5.9,2.03.5,6,6,5,6,差し,34.8,4,448,0,牧光二,美,サトノダイヤモンド,ペルヴィアンリリー,フレンチデピュティ,鹿毛,20210405
23,8,5,1,新潟,未勝利*,芝,2000,良,晴,12,エースアビリティ,12,牡,2,石川裕紀,55,,12,2.9,6,40.5,2.06.2,10,10,10,10,後方,36.9,12,462,6,堀内岳志,美,ヤマカツエース,ヒアデス,モンテロッソ,鹿毛,20210219
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,ケークウォーク,1,牝,3,泉谷楓真,53,,13,4,9,37.6,1.58.3,5,3,6,7,中団,41.8,13,496,-2,本田優,栗,リオンディーズ,バトルムーングロウ,アドマイヤムーン,鹿毛,20200503
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,レイワシンザン,2,牡,3,河原田菜,52,,14,6.8,13,168.8,2.01.1,15,14,15,15,後方,42.5,14,480,,平田修,栗,ホッコータルマエ,ファイアクリスタル,ネオユニヴァース,鹿毛,20200408
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,ジャスティンボルト,3,牡,3,坂井瑠星,56,,3,0,1,1.7,1.54.3,2,5,4,3,先行,37.9,3,532,0,友道康夫,栗,キタサンブラック,マラコスタムブラダ,Lizard Island,鹿毛,20200310
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,マレフィセントラヴ,4,牝,3,秋山稔樹,53,,4,0.2,10,58.5,1.54.5,2,2,2,2,先行,38.4,6,534,4,四位洋文,栗,Arrogate,Highway Mary,U S Ranger,黒鹿,20200210
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,テーオードリアン,5,牝,3,永島まな,51,,6,0.9,8,29.6,1.55.2,1,1,1,1,逃げ,39.2,9,460,-4,奥村豊,栗,ラブリーデイ,メイショウネイロ,ネオユニヴァース,黒鹿,20200319
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,テイエムスバル,6,牝,3,水沼元輝,51,,15,8.3,15,500.4,2.02.6,6,7,13,14,後方,44.7,15,472,0,加藤和宏,美,ストロングリターン,テイエムオペレッタ,アドマイヤベガ,黒鹿,20200509
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,セザンワールド,7,牡,3,国分優作,56,,2,0,2,5,1.54.3,6,6,6,6,差し,37.8,2,482,-10,畑端省吾,栗,トゥザワールド,ディアテイスティー,ジャングルポケット,黒鹿,20200321
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,リッキーマキアート,8,牝,3,小林脩斗,52,,11,2.5,14,375.3,1.56.8,8,9,11,11,後方,39.5,10,450,2,小野次郎,美,コパノリッキー,クリヤマキアート,クロフネ,栗毛,20200309
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,コトブキヘスペラス,9,牡,3,江田照男,56,,1,0,7,29.1,1.54.3,12,12,3,3,ﾏｸﾘ,38.1,4,446,-8,金成貴史,美,ハーツクライ,エーシンベロシティ,Lemon Drop Kid,黒鹿,20200216
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,フミヤングフェイス,10,牡,3,角田大河,55,,5,0.4,4,11,1.54.7,10,12,10,9,中団,37.6,1,502,8,新谷功一,栗,シルバーステート,ラクテウスオルビス,ホワイトマズル,鹿毛,20200316
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,サンクメダイユ,11,牡,3,菅原明良,56,,9,1.6,6,20.9,1.55.9,12,14,13,13,後方,38.1,4,470,2,田村康仁,美,キズナ,サンクボヌール,ハービンジャー,黒鹿,20200208
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,ワンボイス,12,牡,3,田口貫太,53,,7,1.3,5,14.1,1.55.6,12,10,8,7,中団,38.8,8,472,0,角田晃一,栗,ハービンジャー,リアライズクレア,ゴールドアリュール,栗毛,20200504
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,オーシンエンジェル,13,牡,3,松若風馬,56,,8,1.5,12,75.1,1.55.8,10,11,12,11,後方,38.4,6,430,4,宮徹,栗,ディスクリートキャット,タマモホットポット,キンシャサノキセキ,鹿毛,20200229
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,ホウオウエニシ,14,牡,3,西村淳也,56,B,12,3,11,67.9,1.57.3,8,7,9,9,中団,40.3,12,466,-2,池上昌和,美,キズナ,フサイチジェット,Gilded Time,鹿毛,20200211
23,8,5,2,新潟,未勝利,ダ,1800,良,晴,15,インテンスシチー,15,牡,3,柴田大知,56,,10,1.7,3,7.8,1.56.0,2,3,4,3,先行,39.7,11,492,-2,和田雄二,美,エスポワールシチー,ハーランズワンダー,Awesome Again,栗毛,20200207
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,イノ,1,牝,3,藤田菜七,52,,10,0.7,10,38,1.35.1,0,0,11,10,中団,34,6,376,-4,村田一誠,美,ダノンバラード,コスモバタフライ,ソングオブウインド,鹿毛,20200222
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,スタンプブック,2,牡,3,河原田菜,52,,14,0.9,17,201.9,1.35.3,0,0,6,5,中団,34.5,14,480,4,加藤士津,美,レーヴミストラル,アグネスカルミア,Came Home,鹿毛,20200506
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ユナヴィール,3,牝,3,菅原明良,54,,12,0.8,13,53.2,1.35.2,0,0,14,13,後方,34,6,398,-2,尾関知人,美,サトノクラウン,ユナニマス,キングカメハメハ,鹿毛,20200308
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,テネールスエルテ,4,牝,3,永島まな,51,,9,0.6,12,48.7,1.35.0,0,0,16,15,後方,33.6,3,410,16,安田翔伍,栗,ロードカナロア,ミスエルテ,Frankel,鹿毛,20200501
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,アスクビビットモア,5,牝,3,原優介,53,,17,1.8,15,156.2,1.36.2,0,0,17,15,後方,35,17,408,6,梅田智之,栗,ジャスタウェイ,エリンコート,デュランダル,栗毛,20200414
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ハルメク,6,牝,3,石川裕紀,54,,11,0.7,14,74.3,1.35.1,0,0,5,5,中団,34.4,12,450,14,高橋裕,美,ルーラーシップ,オースミミズホ,スペシャルウィーク,黒鹿,20200426
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ジュンブライト,7,牝,3,三浦皇成,54,,1,-0.2,9,35.3,1.34.4,0,0,11,12,差し,33.3,1,442,10,高柳瑞樹,美,エピファネイア,ナイアガラロール,Bluegrass Cat,黒鹿,20200113
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,フェゲフォイア,8,牡,3,幸英明,56,,6,0.4,11,41.3,1.34.8,0,0,3,3,先行,34.2,10,448,-8,岡田稲男,栗,アドマイヤムーン,アリアプーラ,Flying Spur,鹿毛,20200316
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,アスクヴレーヴモア,9,牡,3,西塚洸二,53,,2,0.2,7,20.4,1.34.6,0,0,1,1,逃げ,34.3,11,492,,藤原英昭,栗,ロードカナロア,アンナミルト,マンハッタンカフェ,鹿毛,20200511
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ハクサンバード,10,牡,3,岩田望来,56,,8,0.5,1,3.7,1.34.9,0,0,6,8,中団,34.1,9,488,-12,飯田雄三,栗,ハクサンムーン,ハクサンサマー,サマーバード,栗毛,20200303
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ピリカルキナ,11,牝,3,柴田大知,54,,16,1.2,16,195.4,1.35.6,0,0,2,2,先行,35.2,18,472,0,岩戸孝樹,美,ダノンシャンティ,モエレカトリーナ,ゴールドヘイロー,黒鹿,20200428
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ガルヴァナイズ,12,牡,3,戸崎圭太,56,,7,0.4,4,5.8,1.34.8,0,0,14,15,後方,33.5,2,502,-6,友道康夫,栗,リアルスティール,カヴェルナ,キングカメハメハ,鹿毛,20200324
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ベルウッドミカサ,13,牡,3,木幡巧也,56,,13,0.9,8,24.3,1.35.3,0,0,9,10,中団,34.4,12,430,-2,牧光二,美,ビーチパトロール,ステージスクール,Sunday Silence,黒鹿,20200325
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,メレク,14,牡,3,団野大成,56,,5,0.4,2,4.5,1.34.8,0,0,11,13,後方,33.7,4,542,,斉藤崇史,栗,Frankel,Lily's Angel,Dark Angel,鹿毛,20200205
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,レッドルヴァンシュ,15,牡,3,坂井瑠星,56,,15,1,3,5.5,1.35.4,0,0,3,3,先行,34.8,16,514,14,音無秀孝,栗,ロードカナロア,レッドアヴァンセ,ディープインパクト,黒鹿,20200225
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,サンシップ,16,牡,3,川端海翼,53,,18,2.1,18,534.4,1.36.5,0,0,18,18,後方,34.7,15,468,8,大根田裕,栗,ルーラーシップ,ダイアナヘイロー,キングヘイロー,鹿毛,20200406
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,ピュアブラック,17,牝,3,西村淳也,54,,4,0.3,6,18,1.34.7,0,0,6,5,差し,34,6,450,12,杉山晴紀,栗,キタサンブラック,プチノワール,Singspiel,青鹿,20200401
23,8,5,3,新潟,未勝利,芝,1600,良,晴,18,プロヴァーブ,18,牝,3,和田竜二,54,,3,0.2,5,8.6,1.34.6,0,0,9,8,差し,33.8,5,428,0,佐々木晶,栗,ハービンジャー,デビュタント,ディープインパクト,鹿毛,20200501
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,ワイドバレンシア,1,牝,3,幸英明,54,,14,5.2,6,23.4,1.58.4,8,6,7,7,中団,42.1,13,448,-4,辻野泰之,栗,リアルスティール,ワキノドライバー,スウェプトオーヴァーボード,芦毛,20200512
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,グッバイアイザック,2,牡,3,永野猛蔵,55,B,11,4,15,250.1,1.57.2,15,15,14,14,後方,40.1,9,488,0,清水英克,美,ガルボ,トゥファーアウェイ,チチカステナンゴ,栗毛,20200530
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,リードブロー,3,牡,3,坂井瑠星,56,,3,1.5,2,3.8,1.54.7,7,8,7,5,差し,38.5,3,532,16,安田翔伍,栗,キンシャサノキセキ,ユードントラヴミー,Teofilo,黒鹿,20200223
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,ペルソナ,4,牡,3,菱田裕二,56,,15,5.5,7,38.3,1.58.7,8,11,10,12,後方,42.1,13,512,,渡辺薫彦,栗,ドゥラメンテ,レベッカ,Event of the Year,黒鹿,20200210
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,ドルヴァル,5,牡,3,水口優也,56,,6,2.6,14,137.2,1.55.8,3,3,4,4,先行,40,7,498,2,池江泰寿,栗,ロードカナロア,ヴィニー,ディープインパクト,鹿毛,20200203
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,イデアユウシン,6,牡,3,内田博幸,56,B,2,1.4,4,12.9,1.54.6,3,3,3,3,先行,39,4,520,-10,松永康利,美,ドレフォン,コウヨウマリア,ダンスインザダーク,黒鹿,20200220
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,ウィズザドリーム,7,牡,3,松若風馬,56,,8,3,1,2,1.56.2,13,13,13,12,後方,39.4,6,512,0,高野友和,栗,マインドユアビスケッツ,ドリームアドリーム,ディープインパクト,栗毛,20200316
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,スライスヘリテージ,8,牝,3,原田和真,54,,5,2.3,13,131.1,1.55.5,1,1,1,1,逃げ,40.4,10,466,-18,金成貴史,美,ワンダーアキュート,ゴールドターフ,ゴールドアリュール,鹿毛,20200528
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,ダビディ,9,牡,3,藤懸貴志,56,B,7,2.6,5,13.6,1.55.8,11,8,10,10,中団,39.2,5,488,0,庄野靖志,栗,ホッコータルマエ,イトハユリ,ゼンノロブロイ,鹿毛,20200427
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,マンノステータス,10,牡,3,吉田豊,56,,4,2,8,39.8,1.55.2,14,14,14,14,追込,38.2,2,492,-2,小野次郎,美,ホッコータルマエ,マンノアクトレス,ハーツクライ,鹿毛,20200416
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,ケンヴァイザッハ,11,牡,3,田口貫太,53,,9,3.3,10,84.9,1.56.5,8,11,10,10,中団,40,7,434,8,大根田裕,栗,ゴールドアクター,スプンキーウーマン,アルカセット,栗毛,20200427
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,サウザンセーラ,12,牝,3,丸田恭介,54,,10,3.6,9,68,1.56.8,11,8,9,7,中団,40.4,10,434,-2,宗像義忠,美,パイロ,クラシックセーラ,キングカメハメハ,鹿毛,20200508
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,メダルラッシュ,13,牝,3,三浦皇成,54,,1,-1.4,3,5.1,1.53.2,2,2,2,2,先行,37.9,1,472,8,村田一誠,美,マインドユアビスケッツ,スイートメロディー,ゴールドアリュール,栗毛,20200217
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,レインボーティアラ,14,牝,3,原優介,53,,13,4.7,12,130.3,1.57.9,3,3,4,5,中団,42.2,15,418,0,辻哲英,美,レインボーライン,ティアラトウショウ,アドマイヤムーン,鹿毛,20200312
23,8,5,4,新潟,未勝利,ダ,1800,良,晴,15,ロブロイズハート,15,牡,3,大野拓弥,56,B,12,4.6,11,126.7,1.57.8,3,6,6,7,中団,41.8,12,436,-2,鮫島一歩,栗,ゼンノロブロイ,フサイチミライ,エンドスウィープ,青鹿,20200509
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,フナデ,1,牡,2,田口貫太,52,,4,0.4,6,32.3,1.51.2,0,0,3,3,先行,33.8,4,426,,飯田雄三,栗,ゴールドシップ,ラスイエットロス,ディープインパクト,鹿毛,20210427
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,テンノナウシカ,2,牝,2,永島まな,52,,13,2.7,9,55.4,1.53.5,0,0,12,11,後方,35.3,11,434,,高柳大輔,栗,レイデオロ,クイーンズシアター,ディープインパクト,栗毛,20210326
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,コガネノソラ,3,牝,2,柴田大知,55,,3,0.4,2,6.2,1.51.2,0,0,1,2,逃げ,34,5,438,,菊沢隆徳,美,ゴールドシップ,マイネヒメル,ロージズインメイ,芦毛,20210506
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,サノノブレイダー,4,牡,2,秋山稔樹,54,,11,2,12,274.3,1.52.8,0,0,12,13,後方,34.2,6,450,,蛯名利弘,美,ディスクリートキャット,ファニーゴールド,エリシオ,芦毛,20210530
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,ファーヴェント,5,牡,2,松山弘平,55,,1,-0.3,1,1.3,1.50.8,0,0,5,3,先行,33.4,1,504,,藤原英昭,栗,ハーツクライ,トータルヒート,Street Cry,黒鹿,20210221
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,ゲンヨウサイ,6,牡,2,松若風馬,55,,2,0.3,10,67.1,1.51.1,0,0,9,7,差し,33.4,1,478,,西園翔太,栗,マクフィ,ママズディッシュ,クロフネ,芦毛,20210401
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,トモジャデュポー,7,牡,2,津村明秀,55,,10,1.7,7,38.8,1.52.5,0,0,2,1,先行,35.3,11,480,,鈴木伸尋,美,レイデオロ,インヴィジブルワン,ディープインパクト,黒鹿,20210210
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,ショコラエクレール,8,牝,2,菅原隆一,55,,9,1.7,13,314.1,1.52.5,0,0,7,7,中団,34.9,10,454,,浅野洋一,美,ミッキーグローリー,ラプチュア,バンブーエール,青鹿,20210208
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,サイコウダネ,9,牡,2,北村宏司,55,,7,1.3,8,53.3,1.52.1,0,0,3,3,先行,34.7,9,438,,清水久詞,栗,タリスマニック,ジェムディーラー,キングズベスト,鹿毛,20210307
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,ベルノレイズ,10,牡,2,和田竜二,55,,5,0.5,5,24.4,1.51.3,0,0,7,7,中団,33.7,3,502,,小林真也,栗,シャンハイボビー,ドナジュディス,マンハッタンカフェ,青鹿,20210401
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,メイショウパロマー,11,牡,2,菱田裕二,55,,12,2,11,128.7,1.52.8,0,0,5,6,中団,35.3,11,476,,安達昭夫,栗,バゴ,クリノバンダイサン,フレンチデピュティ,栗毛,20210308
23,8,5,5,新潟,新馬,芝,1800,良,晴,13,アルデドゥオーモ,12,牡,2,木幡巧也,55,,6,1.3,4,18.9,1.52.1,0,0,9,10,後方,34.3,7,460,,矢野英一,美,オルフェーヴル,アルフィルク,アグネスタキオン,栗毛,20210329
