年,月,日,レース番号,場所,略レース名,トラック,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,確定着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,父馬名,生年月日
25,12,20,8,中山,１勝ｸﾗｽ,ダ,1200,良,曇,16,ルプランドル,13,牝,6,木幡巧也,56,,12,2.6,15,204,1.13.1,0,0,12,13,後方,37.9,11,アイルハヴアナザー,20190503
25,12,20,8,中山,１勝ｸﾗｽ,ダ,1200,良,曇,16,ルクスマーベリック,14,セ,4,富田暁,58,,6,1.6,12,152.4,1.12.1,0,0,11,10,中団,37.2,9,エピファネイア,20210421
25,12,20,8,中山,１勝ｸﾗｽ,ダ,1200,良,曇,16,ジェイエルバース,15,牡,3,長浜鴻緒,55,,15,4,10,50.9,1.14.5,0,0,7,9,中団,40,14,マジェスティックウォリアー,20220402
25,12,20,8,中山,１勝ｸﾗｽ,ダ,1200,良,曇,16,キングズブレス,16,牡,4,北村宏司,58,,13,2.7,6,27,1.13.2,0,0,10,10,中団,38.4,13,Kingman,20210206
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,クレパスキュラー,1,牡,2,ルメール,56,,1,-0.4,1,1.8,1.32.9,0,6,3,3,先行,34.2,1,リオンディーズ,20230219
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,ヒシアイラ,2,牡,2,荻野極,56,,5,0.7,2,3.9,1.33.6,0,1,1,1,逃げ,35.1,6,モーリス,20230404
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,ニシノエースサマ,3,牡,2,津村明秀,56,,4,0.6,10,65.2,1.33.5,0,3,6,5,差し,34.5,3,スワーヴリチャード,20230226
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,バースデイフライト,4,牝,2,プーシャ,55,,6,1.2,7,23.9,1.34.1,0,3,5,5,中団,35.3,8,コントレイル,20230301
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,ピースサイン,5,牡,2,戸崎圭太,56,,9,1.5,4,11.8,1.34.4,0,6,8,8,中団,35.2,7,ポエティックフレア,20230211
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,エレクトロン,6,牡,2,嶋田純次,56,B,12,4.3,12,507.2,1.37.2,0,6,11,11,後方,37.4,12,ビーチパトロール,20230331
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,フジガイフウ,7,牡,2,菅原明良,56,,3,0.5,5,13,1.33.4,0,11,8,8,差し,34.2,1,ミスターメロディ,20230411
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,リゾートアイランド,8,牡,2,マーカン,56,,2,0.4,3,10.5,1.33.3,0,2,2,2,先行,34.7,4,イスラボニータ,20230419
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,サンブライト,9,牝,2,横山武史,55,,7,1.3,8,29.6,1.34.2,0,3,3,3,先行,35.5,9,ロードカナロア,20230302
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,グロリアスマーチ,10,牡,2,佐々木大,56,,10,1.6,6,13.7,1.34.5,0,6,6,5,中団,35.5,9,モーリス,20230310
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,マイネルシンベリン,11,牡,2,丹内祐次,56,,8,1.3,9,33.4,1.34.2,0,6,10,8,中団,34.9,5,リオンディーズ,20230419
25,12,20,9,中山,ひいらぎ･1勝,芝,1600,良,曇,12,ゴールデンコマンチ,12,牡,2,福原杏,56,,11,4.1,11,456.3,1.37.0,0,12,12,12,後方,36.8,11,ダンスディレクター,20230502
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,フジレイメイ,1,牡,3,横山武史,56,,3,0.5,8,17.4,2.34.9,15,15,13,11,追込,38.2,1,サンダースノー,20220423
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,プレシャスデイ,2,牡,3,荻野極,56,,1,-0.3,1,2.6,2.34.4,4,3,6,5,差し,38.4,2,ニューイヤーズデイ,20220131
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,ラファールドール,3,セ,4,内田博幸,58,,12,2.5,5,13.8,2.36.9,6,6,10,11,後方,40.5,10,ニューイヤーズデイ,20210224
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,インペリアルライン,4,セ,6,原優介,58,B,7,1.2,7,15.7,2.35.6,13,13,10,13,後方,39.2,6,ドゥラメンテ,20190416
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,ムジェロ,5,牡,5,マーカン,58,B,2,0.3,6,14.7,2.34.7,4,3,4,2,先行,39,4,ハーツクライ,20200115
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,タイセイアディクト,6,牡,4,ルメール,58,,6,1,2,3.9,2.35.4,9,8,8,7,中団,39.1,5,リオンディーズ,20210423
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,シャンバラ,7,牡,6,松若風馬,58,,8,1.7,10,41.8,2.36.1,13,13,13,14,後方,39.4,7,ワンアンドオンリー,20190504
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,セレクティオ,8,牡,5,斎藤新,58,,9,2.1,12,156.9,2.36.5,6,8,8,7,中団,40.2,9,ジャスタウェイ,20200330
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,ヤウガウ,9,セ,8,菊沢一樹,58,,15,3.2,14,229.9,2.37.6,15,15,13,14,後方,40.9,11,ゴールドアリュール,20170427
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,アトラクティーボ,10,牡,6,石橋脩,58,,10,2.1,15,232.9,2.36.5,3,3,2,3,先行,40.9,11,ワンアンドオンリー,20190422
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,イデアユウシン,11,牡,5,江田照男,58,B,13,2.5,13,206.2,2.36.9,11,11,2,3,ﾏｸﾘ,41.3,15,ドレフォン,20200220
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,インジケーター,12,牡,4,北村宏司,58,B,5,0.6,11,97,2.35.0,1,1,1,1,逃げ,39.5,8,Liam's Map,20210221
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,セイウンガレオン,13,セ,6,富田暁,58,,16,4.2,16,248.5,2.38.6,9,8,16,16,後方,41.7,16,ドゥラメンテ,20190508
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,ハッピーダンチャン,14,牡,3,西村淳也,56,,11,2.4,3,6.6,2.36.8,2,2,4,5,中団,41.1,14,ダンカーク,20220218
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,コスモコンフェルマ,15,牡,3,丹内祐次,56,B,14,2.7,9,23.3,2.37.1,6,6,7,9,中団,40.9,11,ホッコータルマエ,20220310
25,12,20,10,中山,香取特別･2勝,ダ,2400,良,曇,16,ファイアトリック,16,牡,3,佐々木大,56,,4,0.5,4,9.6,2.34.9,11,11,10,9,差し,38.5,3,タリスマニック,20220422
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,リラボニート,1,牝,4,丹内祐次,53,,2,0,6,12.2,1.33.0,0,2,3,3,先行,34.2,8,スクリーンヒーロー,20210329
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,スリールミニョン,2,牝,3,永島まな,53,,7,0.4,9,15.9,1.33.4,0,1,1,1,逃げ,35.1,15,ミスターメロディ,20220216
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,シングザットソング,3,牝,5,斎藤新,55,,4,0.3,11,31.7,1.33.3,0,9,10,10,差し,34,4,ドゥラメンテ,20200127
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ジューンオレンジ,4,牝,5,横山和生,54,,9,0.4,7,12.7,1.33.4,0,10,10,10,中団,34.1,6,ジャスタウェイ,20200314
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ソルトクィーン,5,牝,4,富田暁,53,,3,0,10,15.9,1.33.0,0,5,6,7,差し,33.9,3,シルバーステート,20210417
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ウンブライル,6,牝,5,ルメール,55.5,B,12,0.6,1,3.6,1.33.6,0,13,13,13,後方,34.1,6,ロードカナロア,20200116
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ボンドガール,7,牝,4,津村明秀,56,,11,0.5,3,7.3,1.33.5,0,10,8,7,中団,34.3,11,ダイワメジャー,20210119
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ドロップオブライト,8,牝,6,松若風馬,56,,1,0,5,10.5,1.33.0,0,2,3,3,先行,34.2,8,トーセンラー,20190314
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ビップデイジー,9,牝,3,西村淳也,54,,10,0.4,4,8.6,1.33.4,0,5,5,5,中団,34.4,13,サトノダイヤモンド,20220215
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ランフォーヴァウ,10,牝,3,小崎綾也,53,B,15,0.7,15,187.5,1.33.7,0,13,13,13,後方,34.2,8,ロードカナロア,20220320
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,カピリナ,11,牝,4,横山典弘,56,,6,0.4,8,14,1.33.4,0,15,15,16,後方,33.6,1,ダンカーク,20210425
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,キタウイング,12,牝,5,嶋田純次,50,,16,0.8,16,228.9,1.33.8,0,5,8,9,中団,34.6,14,ダノンバラード,20200514
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ソーダズリング,13,牝,5,横山武史,55.5,,14,0.6,13,59.7,1.33.6,0,2,2,2,先行,35.1,15,ハーツクライ,20200330
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,フィールシンパシー,14,牝,6,菅原明良,53,,5,0.4,14,72.2,1.33.4,0,5,6,5,中団,34.3,11,ベーカバド,20190517
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,ホウオウラスカーズ,15,牝,7,木幡巧也,54,,8,0.4,12,34,1.33.4,0,12,10,10,中団,34,4,ディープインパクト,20180518
25,12,20,11,中山,ターコイＨG3,芝,1600,良,曇,16,チェルビアット,16,牝,3,戸崎圭太,54,B,13,0.6,2,5.8,1.33.6,0,16,15,13,後方,33.8,2,ロードカナロア,20220407
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ショウナンハクウン,1,牡,5,荻野極,58,,3,0.4,4,12.2,1.10.8,0,0,4,3,先行,36.3,2,ダイワメジャー,20200424
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ロミオボス,2,牡,5,木幡巧也,58,B,11,1.6,13,250.8,1.12.0,0,0,15,15,後方,36.3,2,ストロングリターン,20200426
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ファイントパーズ,3,牝,4,舟山瑠泉,53,B,16,2.1,14,261.9,1.12.5,0,0,11,13,後方,37.4,15,タリスマニック,20210306
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ロサンゼルス,4,牡,4,マーカン,58,B,1,-0.3,5,12.2,1.10.4,0,0,1,1,逃げ,36.2,1,カリフォルニアクローム,20210303
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ウォルラス,5,牡,5,杉原誠人,58,B,15,1.9,16,311.6,1.12.3,0,0,15,15,後方,36.6,6,イスラボニータ,20200322
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ドナレア,6,牝,4,江田照男,56,,14,1.9,10,214.7,1.12.3,0,0,7,7,中団,37.5,16,レッドファルクス,20210404
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,エリカマユーリ,7,牝,3,ルメール,55,,5,0.7,1,2.7,1.11.1,0,0,4,5,中団,36.6,6,Quality Road,20220223
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,スノーサイレンス,8,牝,3,戸崎圭太,55,,2,0.3,3,4.5,1.10.7,0,0,2,2,先行,36.4,4,サンダースノー,20220501
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,アグラード,9,牡,4,津村明秀,58,,9,1.5,8,18.4,1.11.9,0,0,11,11,後方,36.8,11,ニューイヤーズデイ,20210408
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,タッカージーティー,10,牝,3,横山典弘,55,,10,1.5,6,14.3,1.11.9,0,0,9,10,中団,36.9,12,ヘニーヒューズ,20220126
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,オリビアジュテーム,11,牝,5,上里直汰,53,,12,1.8,12,245.2,1.12.2,0,0,14,14,後方,36.7,10,トビーズコーナー,20200425
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,プレイテシア,12,牝,6,松若風馬,56,,8,1.4,9,113.9,1.11.8,0,0,7,7,中団,37,13,ドレフォン,20190121
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ドントゥザムーン,13,牡,3,菅原明良,57,,4,0.4,2,3.5,1.10.8,0,0,3,3,先行,36.4,4,カレンブラックヒル,20220411
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ヘルメース,14,牡,4,菊沢一樹,58,B,7,1.2,11,215,1.11.6,0,0,9,7,中団,36.6,6,ファインニードル,20210322
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,ザウリ,15,牡,6,プーシャ,58,,6,0.7,7,17,1.11.1,0,0,4,5,中団,36.6,6,ビッグアーサー,20190414
25,12,20,12,中山,２勝ｸﾗｽ,ダ,1200,良,曇,16,トモジャミ,16,牝,5,丹内祐次,56,,13,1.9,15,283.9,1.12.3,0,0,13,11,後方,37,13,ヘニーヒューズ,20200312
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,ケイベエ,1,牡,2,木幡巧也,56,,7,1.8,3,7.8,1.13.1,0,0,3,3,先行,38.4,11,エピファネイア,20230310
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,メイポール,2,牝,2,嶋田純次,55,B,15,3.3,14,144.7,1.14.6,0,0,16,16,後方,38.7,15,ホッコータルマエ,20230227
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,ホウオウヘッセン,3,牡,2,戸崎圭太,56,,1,-0.2,1,2.2,1.11.3,0,0,1,1,逃げ,36.8,2,ウインブライト,20230515
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,フュルスティン,4,牝,2,横山武史,55,B,2,0.2,2,7.1,1.11.5,0,0,6,5,差し,36.6,1,ダノンキングリー,20230308
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,ノアシルヴィ,5,牝,2,菅原隆一,55,,10,2.3,10,63.4,1.13.6,0,0,10,9,中団,38.4,11,ファインニードル,20230415
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,ジーティーニッツァ,6,牡,2,遠藤汰月,53,,8,1.9,13,109.4,1.13.2,0,0,8,9,中団,38.1,7,ミスチヴィアスアレックス,20230409
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,クールフィールド,7,牝,2,石橋脩,55,,4,1.2,5,8.6,1.12.5,0,0,3,3,先行,37.8,4,フォーウィールドライブ,20230420
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,スラッシュコード,8,牡,2,丹内祐次,56,,6,1.7,7,13.1,1.13.0,0,0,5,5,中団,38.2,9,ミスターメロディ,20230210
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,ダイユウサルターレ,9,牡,2,佐々木大,56,,3,1.1,6,11.4,1.12.4,0,0,2,2,先行,37.8,4,サートゥルナーリア,20230228
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,チッタデラモーレ,10,牡,2,佐藤翔馬,53,,13,2.6,11,64.3,1.13.9,0,0,10,9,中団,38.6,14,アメリカンペイトリオット,20230311
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,トモエナゲ,11,牡,2,小林脩斗,56,B,11,2.5,12,90.7,1.13.8,0,0,12,12,後方,38.2,9,ベストウォーリア,20230316
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,マイチバイ,12,牝,2,松岡正海,55,,9,2.2,4,8,1.13.5,0,0,12,12,後方,37.9,6,シルバーステート,20230403
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,ライトブルースカイ,13,牝,2,今村聖奈,53,,16,3.4,15,226.8,1.14.7,0,0,6,7,中団,39.8,16,ゴールドドリーム,20230206
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,カンフーヒーロー,14,牡,2,江田照男,56,,14,2.9,16,228.3,1.14.2,0,0,12,14,後方,38.5,13,ストロングリターン,20230219
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,オレンジリバー,15,牝,2,原優介,55,,5,1.4,9,31.9,1.12.7,0,0,8,7,中団,37.7,3,スワーヴリチャード,20230326
25,12,21,1,中山,未勝利*,ダ,1200,不,曇,16,ウルヴァリン,16,牡,2,長浜鴻緒,54,,12,2.6,8,29.7,1.13.9,0,0,15,15,後方,38.1,7,ベストウォーリア,20230428
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ノボリフジ,1,牡,2,遠藤汰月,53,,12,2,5,9.2,1.55.9,2,2,1,2,逃げ,40.8,14,ミッキーグローリー,20230405
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ピンクサウスポー,2,牝,2,北村宏司,55,,13,2.6,16,285.1,1.56.5,11,12,12,11,後方,40.2,12,エポカドーロ,20230325
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ヘルメスギャング,3,牡,2,今村聖奈,54,,1,0,10,71.9,1.53.9,1,1,2,1,逃げ,38.8,5,ブリックスアンドモルタル,20230405
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,クールチェンジ,4,牡,2,戸崎圭太,56,,8,1.4,3,4.7,1.55.3,15,15,14,12,後方,38.7,4,ドレフォン,20230421
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,レピュニット,5,牡,2,マーカン,56,,7,0.7,2,3,1.54.6,3,3,5,5,中団,39.2,9,モズアスコット,20230421
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ベルウッドピース,6,牡,2,丹内祐次,56,,2,0,6,22.6,1.53.9,4,3,5,5,差し,38.5,3,マジェスティックウォリアー,20230531
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ホッカイダイオー,7,牡,2,小林脩斗,56,,11,2,13,219.7,1.55.9,8,7,9,8,中団,40,11,キセキ,20230221
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ロココ,8,牝,2,長浜鴻緒,53,,6,0.6,15,284.5,1.54.5,4,3,3,2,先行,39.3,10,ミスターメロディ,20230415
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ドナソラーレ,9,牝,2,杉原誠人,55,,9,1.7,14,275.8,1.55.6,13,12,13,12,後方,39.1,8,タワーオブロンドン,20230327
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ニシノマグノリア,10,牡,2,石川裕紀,56,,16,8,7,26.8,2.01.9,8,9,10,15,後方,45.8,16,イスラボニータ,20230329
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ニシノカルラ,11,牡,2,野中悠太,56,,15,4.7,9,70.4,1.58.6,6,3,7,10,中団,43.1,15,ヴァンゴッホ,20230210
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ユイノサダハル,12,牡,2,江田照男,56,,4,0.1,8,62,1.54.0,11,10,10,8,差し,37.9,1,キセキ,20230421
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ハンドフル,13,牡,2,内田博幸,56,,14,3.3,12,169.8,1.57.2,13,14,14,16,後方,40.6,13,パイロ,20230412
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,マイネルオランチア,14,牡,2,プーシャ,56,,3,0,1,2.9,1.53.9,7,7,8,7,差し,38.2,2,スクリーンヒーロー,20230322
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,ホシヅキヨ,15,牡,2,松岡正海,56,,10,1.9,11,77.9,1.55.8,16,16,16,14,後方,39,7,ヴァンゴッホ,20230207
25,12,21,2,中山,未勝利*,ダ,1800,不,曇,16,アオハルブルース,16,牡,2,佐々木大,56,,5,0.2,4,8.7,1.54.1,10,10,3,2,先行,38.8,5,ゴールドドリーム,20230208
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,ビレッジルイーザ,1,牝,2,佐藤翔馬,52,,6,0.4,10,116.1,1.52.6,6,5,7,7,中団,34.8,2,ノーブルミッション,20230324
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,ノヴェルカフナ,2,牝,2,遠藤汰月,52,,14,2.5,14,724.6,1.54.7,15,15,15,15,後方,36.3,14,スマートオーディン,20230412
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,アルティオーラ,3,牝,2,小林脩斗,55,,11,1.6,13,400.2,1.53.8,10,9,12,11,後方,35.7,12,ダノンプレミアム,20230410
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,ジャストビコーズ,4,牝,2,今村聖奈,53,,4,0.2,5,9.9,1.52.4,4,3,4,3,先行,34.9,3,インディチャンプ,20230401
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,スマイルカーブ,5,牝,2,長浜鴻緒,53,,10,1.4,11,150.2,1.53.6,8,7,9,11,後方,35.6,10,キズナ,20230331
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,モンペリエ,6,牝,2,水沼元輝,52,,9,0.9,12,320.1,1.53.1,5,5,9,9,中団,35.2,7,トーセンレーヴ,20230407
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,ルンベーラ,7,牝,2,丹内祐次,55,,12,1.6,6,11.1,1.53.8,10,9,12,14,後方,35.6,10,ミッキーグローリー,20230409
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,リーピングサイン,8,牝,2,石川裕紀,55,,13,1.8,8,28,1.54.0,13,13,12,11,後方,35.8,13,ハービンジャー,20230501
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,サムシングスイート,9,牝,2,横山武史,55,,5,0.3,4,6.2,1.52.5,12,12,4,3,ﾏｸﾘ,35,4,サートゥルナーリア,20230425
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,スターサンサルー,10,牝,2,内田博幸,55,,8,0.9,9,63.3,1.53.1,6,7,7,8,中団,35.4,8,キタサンブラック,20230401
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,サフランメロディ,11,牝,2,原田和真,55,,15,2.6,15,779.7,1.54.8,8,9,9,9,中団,36.9,15,ワールドエース,20230401
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,ロンギングセリーヌ,12,牝,2,横山和生,55,,1,0,3,5.5,1.52.2,1,1,1,1,逃げ,35,4,モーリス,20230309
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,ジュナベーラ,13,牝,2,戸崎圭太,55,,7,0.7,1,3.1,1.52.9,14,14,2,3,ﾏｸﾘ,35.5,9,スワーヴリチャード,20230220
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,バンオンタイム,14,牝,2,プーシャ,55,,2,0,2,3.5,1.52.2,3,3,4,6,差し,34.7,1,ロードカナロア,20230414
25,12,21,3,中山,未勝利・牝*,芝,1800,重,曇,15,シェリアドレ,15,牝,2,佐々木大,55,,3,0.1,7,19.9,1.52.3,2,2,2,2,先行,35,4,ドレフォン,20230406
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,コスモアミマネラ,1,牡,4,小坂忠士,60,,4,2.5,11,61.9,3.18.7,10,10,4,3,先行,13.8,,Study of Man,20210306
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,ゴーツウキリシマ,2,牝,5,黒岩悠,58,,11,9.1,5,5.4,3.25.3,6,6,8,7,中団,14.3,,ナムラタイタン,20200410
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,ハワイアンタイム,3,セ,5,森一馬,60,,12,10,7,28.6,3.26.2,8,12,14,13,後方,14.3,,ロードカナロア,20200210
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,シャンデルナゴル,4,牡,5,中村将之,60,,3,2.1,12,86.4,3.18.3,4,4,4,3,先行,13.8,,サトノダイヤモンド,20200330
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,フジフォンテ,5,セ,6,石神深一,60,,9,5.1,6,21.9,3.21.3,8,7,10,10,中団,14,,ロージズインメイ,20190416
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,ネイチャーシップ,6,牡,7,大江原圭,60,,7,4.1,4,5.1,3.20.3,10,10,8,6,中団,13.9,,ゴールドシップ,20180524
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,テーオーサンドニ,7,牡,6,小野寺祐,60,B,13,10.8,8,29.3,3.27.0,13,13,13,12,後方,14.4,,キタサンブラック,20190508
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,スマラグドス,8,牡,5,田村太雅,60,,6,3.9,10,43.3,3.20.1,7,7,10,11,後方,13.9,,ハーツクライ,20200226
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,メイショウソムリエ,9,セ,4,草野太郎,60,,10,6.9,9,38.2,3.23.1,10,7,7,7,中団,14.1,,サトノダイヤモンド,20210502
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,ヒットアンドロール,10,牡,4,難波剛健,60,,5,3.4,13,154.2,3.19.6,13,14,12,7,中団,13.9,,ブリックスアンドモルタル,20210313
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,スティルシャイニン,11,牡,3,水沼元輝,56,,8,4.9,14,268.4,3.21.1,4,4,6,5,中団,14,,メイショウボーラー,20220413
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,ダノンロッキー,12,牡,4,五十嵐雄,60,,1,-1.8,1,3.8,3.16.2,3,2,2,1,先行,13.6,,キズナ,20210121
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,ロードヴァレンチ,13,セ,6,坂口智康,57,,2,1.8,2,4.7,3.18.0,1,1,1,2,逃げ,13.8,,エスポワールシチー,20190308
25,12,21,4,中山,障害未勝利,ダ,2880,重,曇,14,ブラックバラード,14,セ,4,伴啓太,60,,0,----,3,4.9,0.00.0,2,2,3,0,,,,ダノンバラード,20210202
25,12,21,5,中山,新馬,芝,1600,重,曇,16,カナルサンマルタン,1,牝,2,マーカン,55,,2,0.2,1,2.7,1.35.3,0,2,3,2,先行,35.6,2,リアルスティール,20230427
25,12,21,5,中山,新馬,芝,1600,重,曇,16,ヴィクトリーマンボ,2,牝,2,横山琉人,55,,12,3,6,12,1.38.1,0,14,13,13,後方,37,10,ロードカナロア,20230410
25,12,21,5,中山,新馬,芝,1600,重,曇,16,セーヌデローヴ,3,牡,2,佐々木大,56,,4,0.9,11,67,1.36.0,0,6,6,5,差し,35.9,3,ダノンキングリー,20230329
25,12,21,5,中山,新馬,芝,1600,重,曇,16,カネトシパンドラ,4,牝,2,横山和生,55,,7,2.2,12,79.3,1.37.3,0,2,2,2,先行,37.7,11,レッドファルクス,20230406
25,12,21,5,中山,新馬,芝,1600,重,曇,16,マクタン,5,牡,2,杉原誠人,56,,16,7.5,10,61.5,1.42.6,0,15,16,16,後方,40.2,15,ロードカナロア,20230318
25,12,21,5,中山,新馬,芝,1600,重,曇,16,アールグレイ,6,牝,2,原優介,55,,3,0.9,8,38,1.36.0,0,5,5,5,差し,36.2,4,スワーヴリチャード,20230512
