年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,父馬名,生年月日
22,12,17,2,中京,１勝ｸﾗｽ,ダ,1400,良,曇,16,エーティーマクフィ,15,牡,3,富田暁,56,,1,-0.2,1,3.4,1.25.2,0,0,2,2,先行,37.8,7,マクフィ,20190506
22,12,17,2,中京,１勝ｸﾗｽ,ダ,1400,良,曇,16,スカイトライア,16,牡,4,永野猛蔵,56,,15,2.1,13,111.4,1.27.3,0,0,5,5,中団,39.6,15,ディープスカイ,20180329
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,メジャークオリティ,1,牡,3,藤岡康太,56,,7,0.9,4,5.5,1.56.0,10,9,9,9,後方,38.1,5,ダイワメジャー,20190215
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,クリノパイソン,2,セ,4,秋山稔樹,56,,4,0.6,6,16.1,1.55.7,7,7,6,6,差し,37.9,2,スマートファルコン,20180503
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,ホウオウニンジャ,3,牡,3,西村淳也,56,,6,0.8,7,34.4,1.55.9,4,3,5,3,先行,38.3,8,ドゥラメンテ,20190123
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,ケイティマジック,4,牡,3,永野猛蔵,55,,11,2.2,8,51.9,1.57.3,11,11,6,6,中団,39.5,11,ロゴタイプ,20190329
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,マイレッドスター,5,牡,3,ムルザバ,56,,2,0.1,3,5.4,1.55.2,1,1,1,1,逃げ,37.9,2,キタサンブラック,20190513
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,メイショウカムロ,6,牡,5,団野大成,57,,10,1.7,10,167.2,1.56.8,8,7,10,10,後方,38.7,9,メイショウボーラー,20170318
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,ヌンカプト,7,牡,5,横山琉人,55,,8,1.4,11,276.4,1.56.5,9,9,11,11,後方,38.2,7,ナカヤマフェスタ,20170507
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,ワールドハート,8,牡,3,岡田祥嗣,56,,5,0.7,2,4,1.55.8,6,6,6,6,中団,38,4,ワールドエース,20190313
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,ゼニット,9,牡,3,佐々木大,53,,9,1.4,9,53.8,1.56.5,3,3,2,3,先行,39.1,10,エピファネイア,20190222
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,ハイラブハンター,10,牡,4,和田翼,57,,1,-0.1,5,14.1,1.55.1,4,3,2,3,先行,37.6,1,メイショウサムソン,20180512
22,12,17,3,中京,１勝ｸﾗｽ,ダ,1800,良,曇,11,ソリダリティ,11,牡,3,藤岡佑介,56,,3,0.4,1,2.3,1.55.5,2,2,2,2,先行,38.1,5,ハーツクライ,20190223
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,タツダイヤモンド,1,牡,2,藤岡康太,55,,3,0.5,7,15.7,1.35.2,0,9,10,10,差し,35.1,3,サトノダイヤモンド,20200413
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,ハッピーパンニャ,2,牡,2,永野猛蔵,54,,1,0,5,10.8,1.34.7,0,15,15,13,追込,34.4,1,エピファネイア,20200328
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,ジークシュベルト,3,牡,2,菱田裕二,55,,6,0.8,10,81.6,1.35.5,0,1,1,1,逃げ,36.2,13,ファインニードル,20200319
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,ヴォーノハート,4,牝,2,加藤祥太,54,,9,0.9,11,88.1,1.35.6,0,5,7,7,中団,35.8,7,バゴ,20200513
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,レザン,5,牝,2,角田大河,52,,15,1.8,12,104.9,1.36.5,0,16,15,16,後方,35.9,9,ゴールドシップ,20200519
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,エフボマ,6,牝,2,長岡禎仁,54,,13,1.6,13,244.3,1.36.3,0,12,12,10,中団,36.1,12,ノヴェリスト,20200315
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,アスクエピソード,7,牡,2,藤岡佑介,55,,4,0.7,1,2.4,1.35.4,0,5,7,8,差し,35.5,4,ハーツクライ,20200325
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,ピースフルナイト,8,牝,2,川須栄彦,54,,5,0.7,9,40,1.35.4,0,2,3,4,先行,35.9,9,ファインニードル,20200311
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,カフェノワール,9,牝,2,西村淳也,54,,10,1.1,6,11.5,1.35.8,0,10,11,10,中団,35.7,5,ドゥラメンテ,20200123
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,マイプレイス,10,牝,2,永島まな,50,,14,1.8,14,291.1,1.36.5,0,2,5,5,中団,36.8,15,エイシンフラッシュ,20200512
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,カフェブルーム,11,牝,2,佐々木大,51,,7,0.8,3,7.4,1.35.5,0,5,5,5,中団,35.8,7,ドレフォン,20200212
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,ワカタツフェイス,12,牝,2,幸英明,54,,8,0.9,8,19.9,1.35.6,0,2,2,2,先行,36.2,13,ヴィクトワールピサ,20200309
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,レットイットゴー,13,牝,2,川端海翼,51,,11,1.3,16,540.3,1.36.0,0,13,14,13,後方,35.7,5,ベストウォーリア,20200327
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,リリーバローズ,14,牝,2,今村聖奈,51,,16,3.1,4,10.7,1.37.8,0,5,3,2,先行,38.4,16,ルーラーシップ,20200422
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,ウインエーデル,15,牝,2,泉谷楓真,53,,2,0,2,5.3,1.34.7,0,10,9,8,差し,34.8,2,リオンディーズ,20200320
22,12,17,4,中京,未勝利*,芝,1600,良,曇,16,ニクソンテソーロ,16,牡,2,原優介,53,,12,1.5,15,303.9,1.36.2,0,13,12,13,後方,35.9,9,フェノーメノ,20200223
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,ベンダバリラビア,1,牡,2,今村聖奈,52,,1,-0.2,1,2.7,1.57.2,6,7,7,7,追込,37.1,1,アジアエクスプレス,20200401
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,セオグランジ,2,牡,2,藤懸貴志,55,,6,2.7,5,17.7,1.59.9,4,3,5,4,先行,40.2,6,ルーラーシップ,20200306
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,リボンドハピネス,3,牝,2,小林凌大,52,,8,4.6,8,58.3,2.01.8,8,7,7,8,後方,41.7,7,ディスクリートキャット,20200316
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,レグナム,4,牡,2,西村淳也,55,,7,4.2,2,2.8,2.01.4,1,1,1,1,逃げ,42.1,8,American Pharoah,20200404
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,レッドラグラス,5,牡,2,藤岡佑介,55,,2,0.2,3,4.4,1.57.4,2,2,2,2,先行,38,2,リオンディーズ,20200315
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,ブラスター,6,牡,2,富田暁,55,,5,2.2,7,48.1,1.59.4,3,3,2,3,先行,40,5,キンシャサノキセキ,20200426
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,タイセイラファーガ,7,牡,2,菱田裕二,55,,4,2,4,7.5,1.59.2,5,5,5,4,先行,39.5,4,ホッコータルマエ,20200324
22,12,17,5,中京,新馬,ダ,1800,良,曇,8,ホームラン,8,牡,2,和田翼,55,,3,1,6,27.2,1.58.2,7,5,2,4,先行,38.8,3,ドレフォン,20200227
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,レイモミ,1,牝,4,松本大輝,54,,10,0.9,14,241.8,1.35.4,0,10,10,10,中団,35.2,8,ディープインパクト,20180305
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,パンドレア,2,牝,3,団野大成,54,B,1,-0.1,8,14.6,1.34.5,0,7,7,5,差し,34.6,4,ロードカナロア,20190225
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ウォーターブレイク,3,牝,6,幸英明,55,,13,1.1,11,58.3,1.35.6,0,3,3,3,先行,35.9,14,ストロングリターン,20160225
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ナックフローラ,4,牝,3,角田大河,52,,9,0.9,7,12.1,1.35.4,0,3,5,5,中団,35.6,10,モーリス,20190205
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,スコールユニバンス,5,牝,3,西村淳也,54,,2,0.1,1,3.7,1.34.6,0,3,5,5,差し,34.8,6,ドゥラメンテ,20190108
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ソルティエラ,6,牝,4,永野猛蔵,54,,12,0.9,12,106.1,1.35.4,0,13,15,15,後方,34.5,3,エピファネイア,20180214
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ルヴァンノワール,7,牝,4,古川奈穂,51,,7,0.7,10,48.1,1.35.2,0,13,13,14,後方,34.6,4,ブラックタイド,20180403
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,レディズビーク,8,牝,3,今村聖奈,51,,4,0.2,9,21.9,1.34.7,0,13,11,11,追込,34.3,2,ドゥラメンテ,20190509
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,レディアリエス,9,牝,4,菱田裕二,55,,11,0.9,6,11.9,1.35.4,0,6,3,3,先行,35.8,13,ルーラーシップ,20180324
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ラッセルリー,10,牝,4,秋山稔樹,54,,14,1.4,13,164.9,1.35.9,0,1,1,1,逃げ,36.5,15,キズナ,20180507
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ジューンレインボー,11,牝,3,富田暁,54,B,6,0.6,5,9.8,1.35.1,0,2,2,2,先行,35.6,10,キズナ,20190424
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,キタサンシュガー,12,牝,3,藤岡佑介,54,,3,0.1,2,4.9,1.34.6,0,12,13,13,追込,34.1,1,キタサンブラック,20190201
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ドナテッラ,13,牝,4,佐々木大,52,,15,1.5,15,348,1.36.0,0,10,11,11,後方,35.6,10,ロードカナロア,20180415
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,タウゼントシェーン,14,牝,4,北村友一,55,,8,0.8,3,5.7,1.35.3,0,7,8,8,中団,35.2,8,ディープインパクト,20180313
22,12,17,6,中京,１勝ｸﾗｽ・牝,芝,1600,良,曇,15,ラリベラ,15,牝,3,藤岡康太,54,,5,0.5,4,6,1.35.0,0,9,8,8,中団,34.9,7,ハーツクライ,20190315
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,ルヴェルジェ,1,牝,3,永島まな,50,,2,0.1,1,3.3,1.12.7,0,0,1,1,逃げ,37.8,11,Maclean's Music,20190228
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,セイウンシデン,2,牡,3,永野猛蔵,55,,1,-0.1,11,67.5,1.12.6,0,0,8,8,差し,36,1,リーチザクラウン,20190426
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,スイーツビュッフェ,3,牝,6,小林凌大,53,,8,1.2,9,49.5,1.13.8,0,0,14,13,後方,36.3,2,ゴールドアリュール,20160212
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,メイショウトール,4,牡,3,角田大河,54,,7,1.1,2,3.9,1.13.7,0,0,11,10,中団,36.5,3,メイショウサムソン,20190328
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,メイショウアポイ,5,牡,3,松本大輝,55,,11,1.5,12,116.7,1.14.1,0,0,11,14,後方,36.8,5,メイショウボーラー,20190506
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,パルフェアンジュ,6,牝,6,菱田裕二,55,,9,1.3,10,66.8,1.13.9,0,0,9,9,中団,37,7,カネヒキリ,20160523
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,ラブミードール,7,牝,3,中井裕二,54,,4,0.4,4,8.2,1.13.0,0,0,2,2,先行,38,13,コパノリッキー,20190413
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,グッドグロウス,8,牡,3,藤懸貴志,56,,14,1.9,3,5.6,1.14.5,0,0,9,10,中団,37.5,10,マジェスティックウォリアー,20190421
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,バーニーフォールズ,9,牝,3,浜中俊,54,,12,1.7,8,18.7,1.14.3,0,0,7,7,中団,38.1,14,Bated Breath,20190219
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,マイアミュレット,10,セ,3,亀田温心,55,,15,2,5,9.2,1.14.6,0,0,11,10,中団,37.4,8,マクフィ,20190401
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,トランペットシェル,11,セ,5,横山琉人,55,,3,0.4,6,10.6,1.13.0,0,0,4,4,先行,37.4,8,ノヴェリスト,20170316
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,ハロースクロール,12,牝,3,嶋田純次,54,B,16,2.2,14,150,1.14.8,0,0,16,16,後方,36.9,6,ヘニーヒューズ,20190307
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,メイショウアジロ,13,牡,3,今村聖奈,53,B,10,1.4,7,14.8,1.14.0,0,0,6,6,中団,38.1,14,メイショウボーラー,20190324
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,ミキノカラクリバコ,14,牡,4,的場勇人,57,,13,1.8,16,317.6,1.14.4,0,0,15,15,後方,36.7,4,タイムパラドックス,20180413
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,ガレットジョーカー,15,牝,3,川端海翼,51,,5,0.9,13,120.6,1.13.5,0,0,3,3,先行,38.3,16,コパノリッキー,20190403
22,12,17,7,中京,１勝ｸﾗｽ,ダ,1200,良,曇,16,ヴァーチュアス,16,牡,3,西村淳也,56,,6,1,15,179.7,1.13.6,0,0,5,5,中団,37.9,12,ダイワメジャー,20190330
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,マルス,1,牡,4,永島まな,57,,13,2,11,71.5,2.03.4,13,13,11,11,後方,36.7,11,リオンディーズ,20180402
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,テイエムオードリー,2,牝,3,及川烈,54,,10,1.1,4,9.5,2.02.5,2,2,2,2,先行,38.2,14,シルバーステート,20190403
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,エコルフリューゲル,3,牝,3,小林凌大,54,,1,-0.4,1,2.1,2.01.4,9,9,10,10,差し,34.8,2,ダイワメジャー,20190329
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,エアーレジーナ,4,牝,4,角田大河,55,,16,5.4,7,21,2.06.8,16,16,14,14,後方,39,15,ルーラーシップ,20180224
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,ポンフー,5,牡,4,泉谷楓真,57,,15,4.8,16,194.2,2.06.2,10,10,15,15,後方,38,13,ルーラーシップ,20180226
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,ヴィトーリア,6,牡,4,木間塚龍,57,,7,0.9,2,4.5,2.02.3,15,13,11,11,後方,35.5,4,ドゥラメンテ,20180328
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,リツィタル,7,牝,4,大木天翔,55,,3,0.5,13,127.4,2.01.9,3,3,3,2,先行,37.6,12,ミッキーアイル,20180310
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,メイショウハチク,8,セ,8,永野猛蔵,57,B,2,0.4,8,28.7,2.01.8,4,4,5,4,先行,36.4,8,マンハッタンカフェ,20140413
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,テイエムフォンテ,9,牡,3,大山龍太,56,B,11,1.5,14,141.7,2.02.9,6,6,7,7,中団,36.5,9,ドレフォン,20190428
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,リーゼントジャンボ,10,牡,4,金山昇馬,57,,8,1,6,15.9,2.02.4,13,13,13,13,後方,35.3,3,ゴールドシップ,20180310
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,ジェラペッシュ,11,牝,5,浅野皓大,55,,4,0.6,15,194.1,2.02.0,5,4,4,4,先行,36.6,10,ワールドエース,20170305
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,セレッソフレイム,12,牝,4,加茂飛翔,55,,9,1,12,84.9,2.02.4,8,8,8,7,中団,35.9,6,パイロ,20180228
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,ゾロ,13,牡,6,水沼元輝,57,,12,1.7,9,33.5,2.03.1,11,12,16,16,後方,34.6,1,English Channel,20160222
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,ニホンピロマリブ,14,牡,4,佐々木大,57,,5,0.8,5,11.3,2.02.2,6,6,6,6,中団,36.2,7,ジャングルポケット,20180521
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,フィレンツェ,15,牡,3,野畑凌,56,,6,0.9,3,7.5,2.02.3,12,10,9,7,中団,35.8,5,ジャスタウェイ,20190222
22,12,17,8,中京,ヤングジ･1勝,芝,2000,良,小雨,16,ピナ,16,牝,4,川端海翼,55,B,14,2.4,10,64.7,2.03.8,1,1,1,1,逃げ,39.8,16,キズナ,20180305
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,エコロアレス,1,牡,2,北村友一,56,,9,2.1,6,14.7,1.10.1,0,0,4,4,先行,35.1,10,Unified,20200331
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,トレンディスター,2,牝,2,菱田裕二,54,,2,0.3,5,13.4,1.08.3,0,0,1,1,逃げ,34.1,4,ファインニードル,20200318
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,ヤクシマ,3,牡,2,藤岡康太,55,,4,0.7,3,4.9,1.08.7,0,0,9,8,追込,33.3,1,Havana Grey,20200211
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,スムースベルベット,4,牝,2,嶋田純次,54,,5,0.9,9,108.4,1.08.9,0,0,2,2,先行,34.3,5,ディスクリートキャット,20200317
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,ハナサキポプラ,5,牝,2,城戸義政,54,B,10,2.1,10,320.5,1.10.1,0,0,9,8,後方,34.8,9,ガルボ,20200422
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,ニシノトキメキ,6,牝,2,亀田温心,54,,8,1.9,8,74.8,1.09.9,0,0,7,8,後方,34.6,7,リアルスティール,20200123
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,ビッグシーザー,7,牡,2,幸英明,56,,1,-0.3,1,1.9,1.08.0,0,0,2,3,先行,33.3,1,ビッグアーサー,20200310
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,クリダーム,8,牡,2,西村淳也,56,,6,1.6,4,12.1,1.09.6,0,0,7,6,中団,34.4,6,ハーツクライ,20200316
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,ミルトクレイモー,9,牡,2,浜中俊,56,,3,0.7,2,4.8,1.08.7,0,0,4,4,先行,33.7,3,バゴ,20200316
22,12,17,9,中京,中京２歳,芝,1200,良,小雨,10,トロピカルヒーロー,10,牡,2,佐々木大,55,,7,1.7,7,47.8,1.09.7,0,0,6,6,中団,34.6,7,ビッグアーサー,20200403
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,メイショウフォイル,1,牡,5,金山昇馬,57,,7,1.7,15,176.8,1.26.6,0,0,12,12,後方,38.2,4,メイショウサムソン,20170409
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,タイキフォース,2,牡,4,泉谷楓真,57,,1,-0.7,3,5,1.24.9,0,0,6,4,先行,37.3,1,スピルバーグ,20180510
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,フォーチュンテラー,3,牡,3,大山龍太,56,,2,0.7,1,3.3,1.25.6,0,0,12,12,追込,37.3,1,シニスターミニスター,20190306
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,アウリガテソーロ,4,牡,4,及川烈,57,B,13,2.7,10,36.2,1.27.6,0,0,7,9,中団,39.8,13,ドゥラメンテ,20180223
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,クロッチ,5,セ,5,大木天翔,57,,6,1.7,14,148.5,1.26.6,0,0,16,15,後方,37.7,3,アーネストリー,20170314
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,サイモンルピナス,6,牝,4,小林凌大,55,B,11,2.5,7,19.8,1.27.4,0,0,2,1,先行,40.1,14,ダノンレジェンド,20180407
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,ターニングアップ,7,牡,4,永島まな,57,,4,0.8,6,18.1,1.25.7,0,0,1,2,逃げ,38.4,7,カレンブラックヒル,20180430
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,ワンダースティング,8,牡,4,川端海翼,57,,3,0.7,4,6.8,1.25.6,0,0,3,2,先行,38.2,4,マクフィ,20180210
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,ブリエヴェール,9,牡,4,野畑凌,57,,9,2.1,9,27.4,1.27.0,0,0,15,15,後方,38.5,8,エイシンフラッシュ,20180415
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,アレクサンドラ,10,牝,3,角田大河,54,,15,3,8,21.2,1.27.9,0,0,3,6,中団,40.4,15,エスケンデレヤ,20190505
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,アイアンムスメ,11,牝,4,水沼元輝,55,,5,1.4,16,256.6,1.26.3,0,0,9,9,中団,38.2,4,ヴァンセンヌ,20180103
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,ベッサラビア,12,セ,5,木間塚龍,57,B,12,2.6,13,141.3,1.27.5,0,0,12,12,後方,39.2,10,ロードカナロア,20170310
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,ブルーコンパクタ,13,牡,6,加茂飛翔,57,,14,2.8,12,87.9,1.27.7,0,0,9,9,中団,39.6,12,スマートファルコン,20160325
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,ゼンカイテン,14,牡,3,浅野皓大,56,,16,3.5,5,7.7,1.28.4,0,0,3,4,先行,41,16,ザファクター,20190328
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,セイイーグル,15,セ,8,佐々木大,57,,8,2,11,36.5,1.26.9,0,0,7,7,中団,39.2,10,ローエングリン,20140302
22,12,17,10,中京,ヤングジ･2勝,ダ,1400,良,小雨,16,ゴーストレート,16,牡,4,永野猛蔵,57,,10,2.1,2,4.9,1.27.0,0,0,11,7,中団,38.8,9,エイシンフラッシュ,20180202
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,ラヴォアドゥース,1,牝,5,菱田裕二,55,B,13,1,15,207.3,1.55.1,11,11,15,14,後方,37,8,ダイワメジャー,20170411
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,セイクリッドゲイズ,2,牡,4,団野大成,57,,10,0.6,8,15.2,1.54.7,8,9,12,12,後方,36.9,6,エピファネイア,20180125
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,ゴールドハイアー,3,牡,4,幸英明,57,,1,0,4,6.4,1.54.1,5,7,7,7,差し,36.6,1,ヘニーヒューズ,20180416
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,ギブミーラブ,4,牝,4,今村聖奈,55,,16,1.9,13,142.9,1.56.0,10,9,12,14,後方,38.1,15,リアルインパクト,20180127
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,オディロン,5,牡,3,川須栄彦,56,,5,0.3,2,5.4,1.54.4,5,5,4,5,中団,37.1,9,キタサンブラック,20190326
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,メイショウミカワ,6,牡,4,浜中俊,57,,7,0.3,7,12.2,1.54.4,11,11,10,12,後方,36.7,3,ミッキーアイル,20180509
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,カネコメノボル,7,セ,5,永野猛蔵,57,,12,0.9,14,154.4,1.55.0,16,16,16,16,後方,36.7,3,ローズキングダム,20170422
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,タイガーサイレンス,8,牡,5,角田大河,57,,15,1.3,16,250,1.55.4,3,3,4,3,先行,38.2,16,カレンブラックヒル,20170424
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,レプンカムイ,9,牡,4,西村淳也,57,B,14,1.2,5,7.3,1.55.3,8,8,7,11,後方,37.8,14,キズナ,20180223
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,トウセツ,10,牡,3,藤岡康太,56,,2,0,1,4.2,1.54.1,15,15,7,7,差し,36.6,1,ダンカーク,20190419
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,テイエムマグマ,11,牡,4,高倉稜,57,,6,0.3,6,9.9,1.54.4,3,3,3,3,先行,37.4,11,メイショウボーラー,20180308
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,コパノニコルソン,12,牡,3,泉谷楓真,56,,11,0.6,3,6.2,1.54.7,14,14,12,7,中団,36.9,6,コパノリッキー,20190316
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,ソニックベガ,13,牝,5,ムルザバ,55,,9,0.6,11,54.5,1.54.7,5,5,4,5,中団,37.4,11,ルーラーシップ,20170420
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,ラヴォラーレ,14,牡,4,原優介,57,,4,0.3,12,86.9,1.54.4,11,11,10,7,差し,36.8,5,オールステイ,20180311
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,リリーミニスター,15,セ,5,富田暁,57,,3,0.1,10,44.1,1.54.2,2,2,2,2,先行,37.3,10,シニスターミニスター,20170306
22,12,17,11,中京,尾頭橋Ｓ･3勝,ダ,1800,良,小雨,16,レガーメペスカ,16,牡,5,北村友一,57,,8,0.4,9,17,1.54.5,1,1,1,1,逃げ,37.6,13,キズナ,20170320
22,12,17,12,中京,１勝ｸﾗｽ,芝,1400,良,小雨,17,コズミックフロスト,1,牝,3,西村淳也,54,,1,0,1,4,1.21.4,0,0,7,5,差し,34.6,3,アメリカンペイトリオット,20190310
22,12,17,12,中京,１勝ｸﾗｽ,芝,1400,良,小雨,17,ホウオウエンジェル,2,牝,5,亀田温心,54,,5,0.1,15,162.5,1.21.5,0,0,3,3,先行,34.9,10,Dark Angel,20170130
